ticker,company_name,listed_from,listed_to,capture_broad,capture_high,activity_rank,activity_median_regular_value_60,universe_source
KAQI,Jantra Grupo Indonesia Tbk.,2025-03-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KARW,Meratus Jasa Prima Tbk.,1994-12-20,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KAYU,Darmi Bersaudara Tbk.,2019-07-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KBAG,Karya Bersama Anugerah Tbk.,2020-04-08,,1,1,21.0,176785100.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KBLI,KMI Wire & Cable Tbk.,1992-07-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KBLM,Kabelindo Murni Tbk.,1992-06-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KBLV,First Media Tbk.,2000-02-25,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KBRI,Kertas Basuki Rachmat Indonesi,2008-07-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KDSI,Kedawung Setia Industrial Tbk.,1996-07-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KDTN,Puri Sentul Permai Tbk.,2022-11-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KEEN,Kencana Energi Lestari Tbk.,2019-09-02,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KEJU,Mulia Boga Raya Tbk.,2019-11-25,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KETR,Ketrosden Triasmitra Tbk.,2021-01-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KIAS,Keramika Indonesia Assosiasi T,1994-12-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KICI,Kedaung Indah Can Tbk,1993-10-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KING,Hoffmen Cleanindo Tbk.,2023-02-16,,1,1,10.0,342131900.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KINO,Kino Indonesia Tbk.,2015-12-11,,1,1,96.0,11022750.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KKES,Kusuma Kemindo Sentosa Tbk.,2022-08-08,,1,1,14.0,229595150.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KKGI,Resource Alam Indonesia Tbk.,1991-07-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KLAS,Pelayaran Kurnia Lautan Semest,2023-06-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KLBF,Kalbe Farma Tbk.,1991-07-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KLIN,Klinko Karya Imaji Tbk.,2022-08-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KMTR,Kirana Megatara Tbk.,2017-06-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KOBX,Kobexindo Tractors Tbk.,2012-07-05,,1,1,11.0,311198150.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KOCI,Kokoh Exa Nusantara Tbk.,2023-10-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KOIN,Kokoh Inti Arebama Tbk,2008-04-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KOKA,Koka Indonesia Tbk.,2023-10-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KONI,Perdana Bangun Pusaka Tbk,1995-08-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KOPI,Mitra Energi Persada Tbk.,2015-05-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KOTA,DMS Propertindo Tbk.,2019-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KPIG,MNC Tourism Indonesia Tbk.,2000-03-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KRAS,Krakatau Steel (Persero) Tbk.,2010-11-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KREN,Quantum Clovera Investama Tbk.,2002-06-28,,1,1,16.0,221237250.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KRYA,Bangun Karya Perkasa Jaya Tbk.,2022-07-25,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KSIX,Kentanix Supra International T,2025-01-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KUAS,Ace Oldfields Tbk.,2021-10-25,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LABA,Green Power Group Tbk.,2021-06-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LABS,UBC Medical Indonesia Tbk.,2024-07-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LAJU,Jasa Berdikari Logistics Tbk.,2023-01-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LAND,Trimitra Propertindo Tbk.,2018-08-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LAPD,Leyand International Tbk.,2001-07-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LCKM,LCK Global Kedaton Tbk.,2018-01-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LEAD,Logindo Samudramakmur Tbk.,2013-12-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LFLO,Imago Mulia Persada Tbk.,2021-04-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LIFE,MSIG Life Insurance Indonesia,2019-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LINK,Link Net Tbk.,2014-06-02,,1,1,79.0,26936750.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LION,Lion Metal Works Tbk.,1993-08-20,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LIVE,Homeco Victoria Makmur Tbk.,2024-02-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LMAS,Limas Indonesia Makmur Tbk,2001-12-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LMAX,Lupromax Pelumas Indonesia Tbk,2023-08-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LMSH,Lionmesh Prima Tbk.,1990-06-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LOPI,Logisticsplus International Tb,2023-10-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LPCK,Lippo Cikarang Tbk,1997-07-24,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LPGI,Lippo General Insurance Tbk.,1997-07-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LPIN,Multi Prima Sejahtera Tbk,1990-02-05,,1,1,70.0,34002600.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LPKR,Lippo Karawaci Tbk.,1996-06-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LPLI,Star Pacific Tbk,1989-10-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LPPF,MDS Retailing Tbk.,1989-10-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LPPS,Lenox Pasifik Investama Tbk.,1994-03-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LRNA,Eka Sari Lorena Transport Tbk.,2014-04-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LSIP,PP London Sumatra Indonesia Tb,1996-07-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LTLS,Lautan Luas Tbk.,1997-07-21,,1,1,73.0,32274500.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MAGP,Multi Agro Gemilang Plantation,2013-01-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MAHA,Mandiri Herindo Adiperkasa Tbk,2023-07-25,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MAIN,Malindo Feedmill Tbk.,2006-02-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MANG,Manggung Polahraya Tbk.,2024-01-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MAPI,Mitra Adiperkasa Tbk.,2004-11-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MARI,Mahaka Radio Integra Tbk.,2016-02-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30,,1,1,69.0,35567500.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MAXI,Maxindo Karya Anugerah Tbk.,2023-06-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MAYA,Bank Mayapada Internasional Tb,1997-08-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10,,1,1,47.0,70917000.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MBMA,Merdeka Battery Materials Tbk.,2023-04-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MBTO,Martina Berto Tbk.,2011-01-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MCAS,M Cash Integrasi Tbk.,2017-11-01,,1,1,37.0,104225450.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07,,1,1,34.0,107083500.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MCOR,Bank China Construction Bank I,2007-07-03,,1,1,17.0,212962300.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MDIA,Intermedia Capital Tbk.,2014-04-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MDIY,Daya Intiguna Yasa Tbk.,2024-12-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MDKA,Merdeka Copper Gold Tbk.,2015-06-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MDKI,Emdeki Utama Tbk.,2017-09-25,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MDLA,Medela Potentia Tbk.,2025-04-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MDLN,Modernland Realty Tbk.,1993-01-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MDRN,Modern Internasional Tbk.,1991-07-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MEDC,Medco Energi Internasional Tbk,1994-10-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MEDS,Hetzer Medical Indonesia Tbk.,2022-08-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MEGA,Bank Mega Tbk.,2000-04-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MEJA,Harta Djaya Karya Tbk.,2024-02-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MENN,Menn Teknologi Indonesia Tbk.,2023-04-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MERI,Merry Riana Edukasi Tbk.,2025-07-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MERK,Merck Tbk.,1981-07-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
META,Nusantara Infrastructure Tbk.,2001-07-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MGLV,NexAI Digital Infrastruktur Tb,2021-06-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MGNA,Magna Investama Mandiri Tbk.,2014-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MGRO,Mahkota Group Tbk.,2018-07-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MHKI,Multi Hanna Kreasindo Tbk.,2024-04-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MICE,Multi Indocitra Tbk.,2005-12-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MIDI,Midi Utama Indonesia Tbk.,2010-11-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MINA,Sanurhasta Mitra Tbk.,2017-04-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MINE,Sinar Terang Mandiri Tbk.,2025-03-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MIRA,Mitra International Resources,1997-01-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MITI,Mitra Investindo Tbk.,1997-07-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MKAP,Multikarya Asia Pasifik Raya T,2024-02-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MKPI,Metropolitan Kentjana Tbk.,2009-07-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MKTR,Menthobi Karyatama Raya Tbk.,2022-11-08,,1,1,65.0,37721950.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MLIA,Mulia Industrindo Tbk,1994-01-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MLPL,Multipolar Tbk.,1989-11-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MLPT,Multipolar Technology Tbk.,2013-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MMIX,Multi Medika Internasional Tbk,2022-12-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MMLP,Mega Manunggal Property Tbk.,2015-06-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MNCN,Media Nusantara Citra Tbk.,2007-06-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MOLI,Madusari Murni Indah Tbk.,2018-08-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MORA,Ekamas Mora Republik Tbk.,2022-08-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MPIX,Mitra Pedagang Indonesia Tbk.,2024-02-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MPOW,Megapower Makmur Tbk.,2017-07-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MPPA,Matahari Putra Prima Tbk.,1992-12-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MPRO,Maha Properti Indonesia Tbk.,2018-10-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MPXL,MPX Logistics International Tb,2023-05-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MRAT,Mustika Ratu Tbk.,1995-07-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MREI,Maskapai Reasuransi Indonesia,1989-09-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MSIE,Multisarana Intan Eduka Tbk.,2023-08-10,,1,1,7.0,379200200.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MSIN,MNC Digital Entertainment Tbk.,2018-06-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MSJA,Multi Spunindo Jaya Tbk.,2024-01-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MSKY,MNC Sky Vision Tbk.,2012-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MSTI,Mastersystem Infotama Tbk.,2023-11-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTDL,Metrodata Electronics Tbk.,1990-04-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTEL,Dayamitra Telekomunikasi Tbk.,2021-11-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTFN,Capitalinc Investment Tbk.,1990-04-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTLA,Metropolitan Land Tbk.,2011-06-20,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTMH,Murni Sadar Tbk.,2022-04-20,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTPS,Meta Epsi Tbk.,2019-04-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTRA,Mitra Pemuda Tbk.,2016-02-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTSM,Metro Realty Tbk.,1992-01-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MTWI,Malacca Trust Wuwungan Insuran,2017-10-12,,1,0,104.0,4927300.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MUTU,Mutuagung Lestari Tbk.,2023-08-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MYOH,Samindo Resources Tbk.,2000-07-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MYOR,Mayora Indah Tbk.,1990-07-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
MYTX,Asia Pacific Investama Tbk.,1989-10-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
