event_id,ticker,row_index,source_type,status,ratio_raw,ratio_parse_status,ratio_left_security,ratio_right_security,strict_security_to_currency_predicate,present_in_parent_audit,present_in_remediation_audit,removed_from_relevant_audit,parent_family,parent_semantic_class,parent_transition_date,remediation_family,remediation_semantic_class,remediation_transition_date,remediation_reason
0a53982625922b529ae12bbdfe64c15025a8b6a30001799ba82b1f5e3031925c,ELPI,1,Right Distribution,Active,(200 ELPI : 57 ELPI-R ),PARSED_SOURCE_TEXT_ONLY,ELPI,ELPI-R,False,True,True,False,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2026-07-07,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2026-07-07,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM
532e599ea52c55990ef450a0f003f85b7032a3be1ee89905388b4f62ae4e55ed,EXCL,6,Voluntary Conversion,Active,(1 EXCL : 2350 IDR),PARSED_SOURCE_TEXT_ONLY,EXCL,IDR,True,True,False,True,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,VOLUNTARY_CASH_SETTLEMENT,NON_BLOCKING,,VOLUNTARY_SECURITY_TO_CURRENCY_SETTLEMENT_NOT_AUTOMATIC_MARKET_PRICE_BASIS_REBASE
ee2076da2e4914794bedd1347aa7579602142b1af5f8762cef938239826f16ce,FILM,3,Right Distribution,Active,,UNRESOLVED_SOURCE_TEXT,,,False,True,True,False,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2025-07-07,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2025-07-07,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM
399ac1c15919b44d75d885d969bdead09c381e1f5181b126937c27e7f4e8d018,FITT,2,Voluntary Conversion,Active,,UNRESOLVED_SOURCE_TEXT,,,False,True,True,False,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
6672a6bfd66f2434e30b21c5387e4f765b5e67c45a57fc43ad20d5bd234c3ba1,FITT,5,Right Distribution,Active,,UNRESOLVED_SOURCE_TEXT,,,False,True,True,False,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2024-06-25,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2024-06-25,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM
917e1b0620a6c5bcc514411e399b9e4f6f8e0b6c5e98bf58e9f6b113e6cb7136,FORU,4,Voluntary Conversion,Active,,UNRESOLVED_SOURCE_TEXT,,,False,True,True,False,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
3db1a48b97dedce42a26061e21f2e15ca2ebc88c7cb6804b37396e810ff95f53,FUTR,2,Voluntary Conversion,Active,(1 FUTR : 79 IDR),PARSED_SOURCE_TEXT_ONLY,FUTR,IDR,True,True,False,True,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,VOLUNTARY_CASH_SETTLEMENT,NON_BLOCKING,,VOLUNTARY_SECURITY_TO_CURRENCY_SETTLEMENT_NOT_AUTOMATIC_MARKET_PRICE_BASIS_REBASE
4eb092fd4f61fc0f9e5b60e552fe274ad1a970d76d022869565ddfb37b1ac51a,FUTR,4,Voluntary Conversion,Active,,UNRESOLVED_SOURCE_TEXT,,,False,True,True,False,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
4b5d9f62f01085e211e554d6356ce642d5c946463d5dbd23da3c608ccb274694,GMFI,3,Right Distribution,Active,(1000000000 GMFI : 2397134055 GMFI-R ),PARSED_SOURCE_TEXT_ONLY,GMFI,GMFI-R,False,True,True,False,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION
ff8d30116fc7f504401c776d80a7590336b3eff37d659fd388a5f2165f60c5aa,GMFI,7,Right Distribution,Active,,UNRESOLVED_SOURCE_TEXT,,,False,True,True,False,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2024-12-23,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2024-12-23,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM
